05/08/2021,BFBS Gurkha Radio,Gillingham,Brompton Barracks,LRSL104246,1287,TQ763689,38,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.39174,0.5326
09/06/2021,BFBS Gurkha Radio,Hullavington,Buckley Barracks,LRSL103007,1287,ST912813,91,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.530529,-2.128252
15/02/2022,BFBS Gurkha Radio,Salisbury,Bulford Camp,LRSL104357,1134,SU19514292,184,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18517,-1.722235
01/12/2020,BFBS Gurkha Radio,Abingdon,Dalton Barracks,LRSL102769,1134,SU482991,67,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.688584,-1.304137
01/01/1900,BFBS Gurkha Radio,Innsworth,Imjin Barracks,LRSL101592,1287,SO863213,10,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.890072,-2.200475
05/08/2021,BFBS Gurkha Radio,Camberley,Sandhurst,LRSL104245,1134,SU832615,59,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.346493,-0.806784
05/08/2021,BFBS Gurkha Radio,Folkestone,Sir John Moore Bks,LRSL104247,1287,TR194355,80,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.076852,1.130745
24/03/2021,BFBS Gurkha Radio,Perham Down,Swinton Barracks,LRSL103008,1278,SU256489,132,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.238702,-1.634678
05/08/2021,BFBS Gurkha Radio,Catterick,Vimy Barracks,LRSL104239,1134,SE184964,186,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.362774,-1.718342
15/04/2019,BFBS Gurkha Radio,Warminster,Warminster - BFBS Community Centre,LRSL102186,1287,ST88564552,132,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.208761,-2.165146
,Bradford Asian Radio,Bradford,Bradford - St Barnabas Church,CR100145,1413,SE14353565,186,23,"0.010,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"0.040,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.816917,-1.783525
01/01/1900,Canterbury Hospital Radio,Canterbury,Kent and Canterbury Hospital,LRSL000052,945,TR154564,42,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.266026,1.086243
30/03/2022,Carillon Radio,Coalville,Coalville Community Hospital,LRSL104520,1431,SK439141,160,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.722761,-1.351463
15/10/2018,Carillon Wellbeing Radio,Coalville,Coalville Town FC,CR101731,1476,SK41791403,152,24,"0.250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,"0.250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.722298,-1.38271
02/03/2022,CHR 1431 AM,Chichester,St Richard's Hospital,LRSL104431,1431,SU867059,20,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"0.001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.846129,-0.769877
01/01/1900,Clyde 2,Glasgow,Dechmont Hill,AL000074,1152,NS647578,32,71,"3.600,004",330,0,0,0,1,2,3,4.5,6,8,9,10,12,14,16,17,17,16,15,13,12,10,9,7.3,6,4,2,1,0,0,0,0,0,0,0,0,0,71,"3.600,004",0,0,0,1,2,3,4.5,6,8,9,10,12,14,16,17,17,16,15,13,12,10,9,7.3,6,4,2,1,0,0,0,0,0,0,0,0,0,55.794472,-4.159643
18/11/2015,Dales Radio,Yorkshire Dales,Hawes MF,CR100180,936,SD87539026,230,38,"0.150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,"0.150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.307766,-2.193151
12/11/2020,Desi Radio,Southall,Glade Lane,CR000061,1602,TQ13937966,27,42,"0.160,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,"0.250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.50439,-0.359891
01/05/1995,Downtown Radio,Belfast,Knock-Breckan,AL000120,1026,IJ37096750,137,62,"1.700,000",295,3,3,3,4,4,4,3,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,62,"1.700,000",0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.537281,-5.882789
02/11/2011,Flame CCR,Wirral,Willaston,CR000155,1521,SJ328770,49,12,"0.070,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"0.070,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.285675,-3.009447
01/01/1900,Forth 2,Edinburgh,Colinswell,AL000098,1548,NT221861,7,110,"2.200,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,"2.200,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.061352,-3.252606
31/05/1994,Gold,Manchester,Ashton Moss (NGW),AL000161,1458,SJ91559847,101,49,"5.000,000",280,6,8,12,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,12,8,6,3,2,1,1,0,0,0,0,0,0,0,1,1,2,3,49,"5.000,000",6,8,12,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,12,8,6,3,2,1,1,0,0,0,0,0,0,0,1,1,2,3,53.482863,-2.128802
11/02/1991,Gold,Peterborough,Gunthorpe,AL000023,1332,TF18720360,3,83,"0.600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,"0.500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.617188,-0.247858
01/01/1900,Gold,Northampton,Kings Heath,AL000011,1557,SP74006336,63,61,"0.760,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,"0.760,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.263422,-0.917137
01/01/1900,Gold,Derby,Quarndon,AL000106,945,SK332419,125,63,"0.200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,"0.200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.973416,-1.507057
